46	45	1	1
62	45	1	1
78	45	1	1
94	45	1	1
110	45	1	1
126	45	1	1
30	66	1	1
46	66	1	1
62	66	1	1
78	66	1	1
94	66	1	1
110	66	1	1
126	66	1	1
142	66	1	1
14	87	1	1
30	87	1	1
46	87	1	1
62	87	1	1
78	87	1	1
94	87	1	1
110	87	1	1
126	87	1	1
142	87	1	1
158	87	1	1
14	108	1	1
30	108	1	1
46	108	1	1
62	108	1	1
78	108	1	1
94	108	1	1
110	108	1	1
126	108	1	1
142	108	1	1
158	108	1	1
14	129	1	1
30	129	1	1
46	129	1	1
62	129	1	1
78	129	1	1
94	129	1	1
110	129	1	1
126	129	1	1
142	129	1	1
158	129	1	1
14	150	1	1
30	150	1	1
46	150	1	1
62	150	1	1
78	150	1	1
94	150	1	1
110	150	1	1
126	150	1	1
142	150	1	1
158	150	1	1
14	171	1	1
30	171	1	1
46	171	1	1
62	171	1	1
78	171	1	1
94	171	1	1
110	171	1	1
126	171	1	1
142	171	1	1
158	171	1	1
14	192	1	1
30	192	1	1
46	192	1	1
62	192	1	1
78	192	1	1
94	192	1	1
110	192	1	1
126	192	1	1
142	192	1	1
158	192	1	1
30	213	1	1
46	213	1	1
62	213	1	1
78	213	1	1
94	213	1	1
110	213	1	1
126	213	1	1
142	213	1	1
46	234	1	1
62	234	1	1
78	234	1	1
94	234	1	1
110	234	1	1
126	234	1	1
