78	53	1	14
82	53	1	14
86	53	1	14
90	53	1	14
94	53	1	14
98	53	1	14
102	53	1	14
106	53	1	14
62	74	1	14
66	74	1	14
70	74	1	14
74	74	1	14
78	74	1	14
82	74	1	14
86	74	1	14
90	74	1	14
94	74	1	14
98	74	1	14
102	74	1	14
106	74	1	14
110	74	1	14
114	74	1	14
118	74	1	14
122	74	1	14
46	95	1	14
50	95	1	14
54	95	1	14
58	95	1	14
62	95	1	14
66	95	1	14
70	95	1	14
74	95	1	14
78	95	1	14
82	95	1	14
86	95	1	14
90	95	1	14
94	95	1	14
98	95	1	14
102	95	1	14
106	95	1	14
110	95	1	14
114	95	1	14
118	95	1	14
122	95	1	14
126	95	1	14
130	95	1	14
134	95	1	14
138	95	1	14
30	116	1	14
34	116	1	14
38	116	1	14
42	116	1	14
46	116	1	14
50	116	1	14
54	116	1	14
58	116	1	14
62	116	1	14
66	116	1	14
70	116	1	14
74	116	1	14
78	116	1	14
82	116	1	14
86	116	1	14
90	116	1	14
94	116	1	14
98	116	1	14
102	116	1	14
106	116	1	14
110	116	1	14
114	116	1	14
118	116	1	14
122	116	1	14
126	116	1	14
130	116	1	14
134	116	1	14
138	116	1	14
142	116	1	14
146	116	1	14
150	116	1	14
154	116	1	14
30	137	1	14
34	137	1	14
38	137	1	14
42	137	1	14
46	137	1	14
50	137	1	14
54	137	1	14
58	137	1	14
62	137	1	14
66	137	1	14
70	137	1	14
74	137	1	14
78	137	1	14
82	137	1	14
86	137	1	14
90	137	1	14
94	137	1	14
98	137	1	14
102	137	1	14
106	137	1	14
110	137	1	14
114	137	1	14
118	137	1	14
122	137	1	14
126	137	1	14
130	137	1	14
134	137	1	14
138	137	1	14
142	137	1	14
146	137	1	14
150	137	1	14
154	137	1	14
30	158	1	14
34	158	1	14
38	158	1	14
42	158	1	14
46	158	1	14
50	158	1	14
54	158	1	14
58	158	1	14
62	158	1	14
66	158	1	14
70	158	1	14
74	158	1	14
78	158	1	14
82	158	1	14
86	158	1	14
90	158	1	14
94	158	1	14
98	158	1	14
102	158	1	14
106	158	1	14
110	158	1	14
114	158	1	14
118	158	1	14
122	158	1	14
126	158	1	14
130	158	1	14
134	158	1	14
138	158	1	14
142	158	1	14
146	158	1	14
150	158	1	14
154	158	1	14
46	179	1	14
50	179	1	14
54	179	1	14
58	179	1	14
62	179	1	14
66	179	1	14
70	179	1	14
74	179	1	14
78	179	1	14
82	179	1	14
86	179	1	14
90	179	1	14
94	179	1	14
98	179	1	14
102	179	1	14
106	179	1	14
110	179	1	14
114	179	1	14
118	179	1	14
122	179	1	14
126	179	1	14
130	179	1	14
134	179	1	14
138	179	1	14
62	200	1	14
66	200	1	14
70	200	1	14
74	200	1	14
78	200	1	14
82	200	1	14
86	200	1	14
90	200	1	14
94	200	1	14
98	200	1	14
102	200	1	14
106	200	1	14
110	200	1	14
114	200	1	14
118	200	1	14
122	200	1	14
78	221	1	14
82	221	1	14
86	221	1	14
90	221	1	14
94	221	1	14
98	221	1	14
102	221	1	14
106	221	1	14
