62	32	1	14
66	32	1	14
70	32	1	14
74	32	1	14
78	32	1	14
82	32	1	14
86	32	1	14
90	32	1	14
94	32	1	14
98	32	1	14
102	32	1	14
106	32	1	14
110	32	1	14
114	32	1	14
118	32	1	14
122	32	1	14
46	53	1	14
50	53	1	14
54	53	1	14
58	53	1	14
62	53	1	14
66	53	1	14
70	53	1	14
74	53	1	14
78	53	1	14
82	53	1	14
86	53	1	14
90	53	1	14
94	53	1	14
98	53	1	14
102	53	1	14
106	53	1	14
110	53	1	14
114	53	1	14
118	53	1	14
122	53	1	14
126	53	1	14
130	53	1	14
134	53	1	14
138	53	1	14
30	74	1	14
34	74	1	14
38	74	1	14
42	74	1	14
46	74	1	14
50	74	1	14
54	74	1	14
58	74	1	14
62	74	1	14
66	74	1	14
70	74	1	14
74	74	1	14
78	74	1	14
82	74	1	14
86	74	1	14
90	74	1	14
94	74	1	14
98	74	1	14
102	74	1	14
106	74	1	14
110	74	1	14
114	74	1	14
118	74	1	14
122	74	1	14
126	74	1	14
130	74	1	14
134	74	1	14
138	74	1	14
142	74	1	14
146	74	1	14
150	74	1	14
154	74	1	14
14	95	1	14
18	95	1	14
22	95	1	14
26	95	1	14
30	95	1	14
34	95	1	14
38	95	1	14
42	95	1	14
46	95	1	14
50	95	1	14
54	95	1	14
58	95	1	14
62	95	1	14
66	95	1	14
70	95	1	14
74	95	1	14
78	95	1	14
82	95	1	14
86	95	1	14
90	95	1	14
94	95	1	14
98	95	1	14
102	95	1	14
106	95	1	14
110	95	1	14
114	95	1	14
118	95	1	14
122	95	1	14
126	95	1	14
130	95	1	14
134	95	1	14
138	95	1	14
142	95	1	14
146	95	1	14
150	95	1	14
154	95	1	14
158	95	1	14
162	95	1	14
166	95	1	14
170	95	1	14
14	116	1	14
18	116	1	14
22	116	1	14
26	116	1	14
30	116	1	14
34	116	1	14
38	116	1	14
42	116	1	14
46	116	1	14
50	116	1	14
54	116	1	14
58	116	1	14
62	116	1	14
66	116	1	14
70	116	1	14
74	116	1	14
78	116	1	14
82	116	1	14
86	116	1	14
90	116	1	14
94	116	1	14
98	116	1	14
102	116	1	14
106	116	1	14
110	116	1	14
114	116	1	14
118	116	1	14
122	116	1	14
126	116	1	14
130	116	1	14
134	116	1	14
138	116	1	14
142	116	1	14
146	116	1	14
150	116	1	14
154	116	1	14
158	116	1	14
162	116	1	14
166	116	1	14
170	116	1	14
14	137	1	14
18	137	1	14
22	137	1	14
26	137	1	14
30	137	1	14
34	137	1	14
38	137	1	14
42	137	1	14
46	137	1	14
50	137	1	14
54	137	1	14
58	137	1	14
62	137	1	14
66	137	1	14
70	137	1	14
74	137	1	14
78	137	1	14
82	137	1	14
86	137	1	14
90	137	1	14
94	137	1	14
98	137	1	14
102	137	1	14
106	137	1	14
110	137	1	14
114	137	1	14
118	137	1	14
122	137	1	14
126	137	1	14
130	137	1	14
134	137	1	14
138	137	1	14
142	137	1	14
146	137	1	14
150	137	1	14
154	137	1	14
158	137	1	14
162	137	1	14
166	137	1	14
170	137	1	14
14	158	1	14
18	158	1	14
22	158	1	14
26	158	1	14
30	158	1	14
34	158	1	14
38	158	1	14
42	158	1	14
46	158	1	14
50	158	1	14
54	158	1	14
58	158	1	14
62	158	1	14
66	158	1	14
70	158	1	14
74	158	1	14
78	158	1	14
82	158	1	14
86	158	1	14
90	158	1	14
94	158	1	14
98	158	1	14
102	158	1	14
106	158	1	14
110	158	1	14
114	158	1	14
118	158	1	14
122	158	1	14
126	158	1	14
130	158	1	14
134	158	1	14
138	158	1	14
142	158	1	14
146	158	1	14
150	158	1	14
154	158	1	14
158	158	1	14
162	158	1	14
166	158	1	14
170	158	1	14
14	179	1	14
18	179	1	14
22	179	1	14
26	179	1	14
30	179	1	14
34	179	1	14
38	179	1	14
42	179	1	14
46	179	1	14
50	179	1	14
54	179	1	14
58	179	1	14
62	179	1	14
66	179	1	14
70	179	1	14
74	179	1	14
78	179	1	14
82	179	1	14
86	179	1	14
90	179	1	14
94	179	1	14
98	179	1	14
102	179	1	14
106	179	1	14
110	179	1	14
114	179	1	14
118	179	1	14
122	179	1	14
126	179	1	14
130	179	1	14
134	179	1	14
138	179	1	14
142	179	1	14
146	179	1	14
150	179	1	14
154	179	1	14
158	179	1	14
162	179	1	14
166	179	1	14
170	179	1	14
30	200	1	14
34	200	1	14
38	200	1	14
42	200	1	14
46	200	1	14
50	200	1	14
54	200	1	14
58	200	1	14
62	200	1	14
66	200	1	14
70	200	1	14
74	200	1	14
78	200	1	14
82	200	1	14
86	200	1	14
90	200	1	14
94	200	1	14
98	200	1	14
102	200	1	14
106	200	1	14
110	200	1	14
114	200	1	14
118	200	1	14
122	200	1	14
126	200	1	14
130	200	1	14
134	200	1	14
138	200	1	14
142	200	1	14
146	200	1	14
150	200	1	14
154	200	1	14
46	221	1	14
50	221	1	14
54	221	1	14
58	221	1	14
62	221	1	14
66	221	1	14
70	221	1	14
74	221	1	14
78	221	1	14
82	221	1	14
86	221	1	14
90	221	1	14
94	221	1	14
98	221	1	14
102	221	1	14
106	221	1	14
110	221	1	14
114	221	1	14
118	221	1	14
122	221	1	14
126	221	1	14
130	221	1	14
134	221	1	14
138	221	1	14
62	242	1	14
66	242	1	14
70	242	1	14
74	242	1	14
78	242	1	14
82	242	1	14
86	242	1	14
90	242	1	14
94	242	1	14
98	242	1	14
102	242	1	14
106	242	1	14
110	242	1	14
114	242	1	14
118	242	1	14
122	242	1	14
