78	47	1	20
82	47	1	20
86	47	1	20
90	47	1	20
94	47	1	20
98	47	1	20
102	47	1	20
106	47	1	20
62	68	1	20
66	68	1	20
70	68	1	20
74	68	1	20
78	68	1	20
82	68	1	20
86	68	1	20
90	68	1	20
94	68	1	20
98	68	1	20
102	68	1	20
106	68	1	20
110	68	1	20
114	68	1	20
118	68	1	20
122	68	1	20
46	89	1	20
50	89	1	20
54	89	1	20
58	89	1	20
62	89	1	20
66	89	1	20
70	89	1	20
74	89	1	20
78	89	1	20
82	89	1	20
86	89	1	20
90	89	1	20
94	89	1	20
98	89	1	20
102	89	1	20
106	89	1	20
110	89	1	20
114	89	1	20
118	89	1	20
122	89	1	20
126	89	1	20
130	89	1	20
134	89	1	20
138	89	1	20
30	110	1	20
34	110	1	20
38	110	1	20
42	110	1	20
46	110	1	20
50	110	1	20
54	110	1	20
58	110	1	20
62	110	1	20
66	110	1	20
70	110	1	20
74	110	1	20
78	110	1	20
82	110	1	20
86	110	1	20
90	110	1	20
94	110	1	20
98	110	1	20
102	110	1	20
106	110	1	20
110	110	1	20
114	110	1	20
118	110	1	20
122	110	1	20
126	110	1	20
130	110	1	20
134	110	1	20
138	110	1	20
142	110	1	20
146	110	1	20
150	110	1	20
154	110	1	20
30	131	1	20
34	131	1	20
38	131	1	20
42	131	1	20
46	131	1	20
50	131	1	20
54	131	1	20
58	131	1	20
62	131	1	20
66	131	1	20
70	131	1	20
74	131	1	20
78	131	1	20
82	131	1	20
86	131	1	20
90	131	1	20
94	131	1	20
98	131	1	20
102	131	1	20
106	131	1	20
110	131	1	20
114	131	1	20
118	131	1	20
122	131	1	20
126	131	1	20
130	131	1	20
134	131	1	20
138	131	1	20
142	131	1	20
146	131	1	20
150	131	1	20
154	131	1	20
30	152	1	20
34	152	1	20
38	152	1	20
42	152	1	20
46	152	1	20
50	152	1	20
54	152	1	20
58	152	1	20
62	152	1	20
66	152	1	20
70	152	1	20
74	152	1	20
78	152	1	20
82	152	1	20
86	152	1	20
90	152	1	20
94	152	1	20
98	152	1	20
102	152	1	20
106	152	1	20
110	152	1	20
114	152	1	20
118	152	1	20
122	152	1	20
126	152	1	20
130	152	1	20
134	152	1	20
138	152	1	20
142	152	1	20
146	152	1	20
150	152	1	20
154	152	1	20
46	173	1	20
50	173	1	20
54	173	1	20
58	173	1	20
62	173	1	20
66	173	1	20
70	173	1	20
74	173	1	20
78	173	1	20
82	173	1	20
86	173	1	20
90	173	1	20
94	173	1	20
98	173	1	20
102	173	1	20
106	173	1	20
110	173	1	20
114	173	1	20
118	173	1	20
122	173	1	20
126	173	1	20
130	173	1	20
134	173	1	20
138	173	1	20
62	194	1	20
66	194	1	20
70	194	1	20
74	194	1	20
78	194	1	20
82	194	1	20
86	194	1	20
90	194	1	20
94	194	1	20
98	194	1	20
102	194	1	20
106	194	1	20
110	194	1	20
114	194	1	20
118	194	1	20
122	194	1	20
78	215	1	20
82	215	1	20
86	215	1	20
90	215	1	20
94	215	1	20
98	215	1	20
102	215	1	20
106	215	1	20
